Join Year,Organization,Title,Address,City,State,ZipPostal,CountryOverride,Locale,Phone,URL,Latitude,Longitude,PartnerTypes,NewUntil,Created,Updated
2015,Seafood Watch,Whole Foods Market,12220 SW Scholls Ferry Road,Tigard,Oregon,97223,United States,null,(971) 371-7000,http://www.wholefoodsmarket.com/stores/greenway,45.442507,-122.801754,Business Partner,null,6/25/15 15:36,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,1210 Bethlehem Pike,North Wales,Pennsylvania,19454,United States,null,(215) 646-6300,http://www.wholefoodsmarket.com/stores/northwales,40.209158,-75.226831,Business Partner,null,6/26/15 9:31,11/16/16 15:00
2015,Seafood Watch,Whole Foods Market,5880 Centre Ave,Pittsburgh,Pennsylvania,15206,United States,null,(412) 441-7960,http://www.wholefoodsmarket.com/stores/pittsburgh,40.458443,-79.928987,Business Partner,null,6/26/15 9:31,11/16/16 15:00
2015,Seafood Watch,Whole Foods Market,339 East Lancaster Ave,Wynnewood,Pennsylvania,19096,United States,null,(610) 896-3737,http://www.wholefoodsmarket.com/stores/wynnewood,40.001997,-75.27704,Business Partner,null,6/26/15 9:31,11/16/16 15:00
2015,Seafood Watch,Whole Foods Market,2001 Pennsylvania Ave,Philadelphia,Pennsylvania,19130,United States,null,(215) 557-0015,http://www.wholefoodsmarket.com/stores/philadelphia,39.961656,-75.172591,Business Partner,null,6/26/15 9:31,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,10576 Perry Highway,Wexford,Pennsylvania,15090,United States,null,(724) 940-6100,http://www.wholefoodsmarket.com/stores/wexford,40.612316,-80.052688,Business Partner,null,6/26/15 9:31,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,929 South Street,Philadelphia,Pennsylvania,19147,United States,null,(215) 733-9788,http://www.wholefoodsmarket.com/stores/southstreet,39.942863,-75.157899,Business Partner,null,6/26/15 9:31,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,1575 The Fairway,Jenkintown,Pennsylvania,19046,United States,null,(215) 481-0800,http://www.wholefoodsmarket.com/stores/jenkintown,40.107733,-75.116028,Business Partner,null,6/26/15 9:31,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,500 W. Germantown Pike,Plymouth Meeting,Pennsylvania,19462,United States,null,(610) 832-0010,http://www.wholefoodsmarket.com/stores/plymouthmeeting,40.114154,-75.281141,Business Partner,null,6/26/15 9:31,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,821 W. Lancaster Ave,Wayne,Pennsylvania,19087,United States,null,(610) 688-9400,http://www.wholefoodsmarket.com/stores/devon,40.048966,-75.411217,Business Partner,null,6/26/15 9:31,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,475 Wilmington West Chester Pike,Glen Mills,Pennsylvania,19342,United States,null,(610) 358-1133,http://www.wholefoodsmarket.com/stores/glenmills,39.863126,-75.543155,Business Partner,null,6/26/15 9:31,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,601 N. Main St.,Providence,Rhode Island,2904,United States,null,(401) 621-5990,http://www.wholefoodsmarket.com/stores/university,41.837183,-71.408287,Business Partner,null,6/26/15 9:31,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,151 Sockanosset Cross Rd,Cranston,Rhode Island,2920,United States,null,(401) 942-7600,http://www.wholefoodsmarket.com/stores/cranston,41.755925,-71.456069,Business Partner,null,6/26/15 10:26,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,261 Waterman St.,Providence,Rhode Island,2906,United States,null,(401) 272-1690,http://www.wholefoodsmarket.com/stores/providence,41.827735,-71.386299,Business Partner,null,6/26/15 9:31,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,702 Cross Hill Rd + Fort Jackson Blvd,Columbia,South Carolina,29205,United States,null,(803) 509-6700,http://www.wholefoodsmarket.com/stores/columbia,33.993124,-80.974833,Business Partner,null,6/25/15 15:36,11/16/16 15:00
2015,Seafood Watch,Whole Foods Market,923 Houston Northcutt Blvd,Mount Pleasant,South Carolina,29464,United States,null,(843) 971-7240,http://www.wholefoodsmarket.com/stores/charleston,32.802485,-79.889006,Business Partner,null,6/25/15 15:36,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,"50 Shelter Cove Lane, Suite R",Hilton Head Island,South Carolina,29928,United States,null,(843) 842-0700,http://www.wholefoodsmarket.com/stores/hiltonheadisland,32.187613,-80.716607,Business Partner,null,6/25/15 15:36,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,1140 Woodruff Rd.,Greenville,South Carolina,29607,United States,null,(864) 335-2300,http://www.wholefoodsmarket.com/stores/greenville,34.82547,-82.300891,Business Partner,null,6/26/15 10:20,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,4021 Hillsboro Pike,Nashville,Tennessee,37215,United States,null,(615) 440-5100,http://www.wholefoodsmarket.com/stores/nashville,36.10317,-86.818722,Business Partner,null,6/26/15 9:31,11/16/16 15:00
2015,Seafood Watch,Whole Foods Market,301 Manufacturers Rd,Chattanooga,Tennessee,37405,United States,null,(423) 702-7300,http://www.wholefoodsmarket.com/stores/chattanooga,35.063309,-85.314107,Business Partner,null,6/26/15 10:34,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,6730 Papermill Drive,Knoxville,Tennessee,37919,United States,null,(865) 291-6400,http://www.wholefoodsmarket.com/stores/knoxville,35.933105,-84.015413,Business Partner,null,6/26/15 9:31,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,5014 Poplar Ave,Memphis,Tennessee,38117,United States,null,(901) 969-4368,http://www.wholefoodsmarket.com/stores/poplaravenue,35.113342,-89.894112,Business Partner,null,6/26/15 9:31,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,1566 West McEwen Drive,Franklin,Tennessee,37067,United States,null,(615) 550-5660,http://www.wholefoodsmarket.com/stores/mcewen,35.934128,-86.824963,Business Partner,null,6/26/15 9:31,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,2118 Abrams Road,Dallas,Texas,75214,United States,null,(214) 824-1744,http://www.wholefoodsmarket.com/stores/lakewood,32.815833,-96.752259,Business Partner,null,6/25/15 15:36,11/16/16 14:59
2015,Seafood Watch,Whole Foods Market,4004 Bellaire Blvd,Houston,Texas,77025,United States,null,(713) 667-4090,http://www.wholefoodsmarket.com/stores/bellaire,29.706871,-95.441778,Business Partner,null,6/26/15 9:31,11/16/16 15:00
2015,Seafood Watch,Whole Foods Market,"5100 Belt Line Road, Suite 1012",Addison,Texas,75254,United States,null,(214) 854-3334,http://www.wholefoodsmarket.com/stores/addison,32.954158,-96.821384,Business Partner,null,6/25/15 15:36,11/16/16 15:00
2014,Seafood Watch,Whole Foods Market,18403 Blanco Road,San Antonio,Texas,78258,United States,null,(210) 408-3110,http://www.wholefoodsmarket.com/stores/vineyard,29.613215,-98.511065,Business Partner,null,8/26/14 13:06,11/16/16 15:00
2015,Seafood Watch,Whole Foods Market,4801 Colleyville Blvd,Colleyview,Texas,76034,United States,null,(817) 918-3821,http://www.wholefoodsmarket.com/stores/colleyville,32.879087,-97.155407,Business Partner,null,6/26/15 9:31,11/16/16 15:00
2015,Seafood Watch,Whole Foods Market,11920 Domain Drive,Austin,Texas,78758,United States,null,(512) 831-3981,http://www.wholefoodsmarket.com/stores/domain,30.40627,-97.720254,Business Partner,null,6/26/15 9:31,11/16/16 15:00
2015,Seafood Watch,Whole Foods Market,255 E. Basse Rd. Ste. 130,San Antonio,Texas,78209,United States,null,(210) 826-4676,http://www.wholefoodsmarket.com/stores/quarry,29.493256,-98.480518,Business Partner,null,6/26/15 10:20,11/16/16 15:00
2015,Seafood Watch,Whole Foods Market,801 East Lamar Blvd,Arlington,Texas,76011,United States,null,(817) 461-9362,http://www.wholefoodsmarket.com/stores/arlington-tx,32.766851,-97.098992,Business Partner,null,6/26/15 10:20,11/16/16 15:00
2015,Seafood Watch,Whole Foods Market,12601 Hill Country Blvd,Bee Cave,Texas,78738,United States,null,(512) 206-2730,http://www.wholefoodsmarket.com/stores/beecave,30.307488,-97.937619,Business Partner,null,6/26/15 9:31,11/16/16 15:00
2015,Seafood Watch,Whole Foods Market,"1925 Hughes Landing Blvd, Suite 100",The Woodlands,Texas,77380,United States,null,(832) 246-5600,http://www.wholefoodsmarket.com/stores/thewoodlands,30.168801,-95.470923,Business Partner,null,6/26/15 9:31,11/16/16 15:00
2015,Seafood Watch,Whole Foods Market,2955 Kirby Drive,Houston,Texas,77098,United States,null,(713) 520-1937,http://www.wholefoodsmarket.com/stores/kirby,29.739485,-95.418053,Business Partner,null,6/25/15 15:36,11/16/16 15:00
2015,Seafood Watch,Whole Foods Market,4100 Lomo Alto Dr,Highland Park,Texas,75219,United States,null,(214) 520-7993,http://www.wholefoodsmarket.com/stores/highlandpark,32.82047,-96.814434,Business Partner,null,6/25/15 15:36,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,10133 Louetta Road,Houston,Texas,77070,United States,null,(281) 803-6396,http://www.wholefoodsmarket.com/stores/champions,29.998477,-95.562097,Business Partner,null,6/25/15 15:36,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,525 N. Lamar Blvd,Austin,Texas,78703,United States,null,(512) 542-2200,http://www.wholefoodsmarket.com/stores/lamar,30.270565,-97.753288,Business Partner,null,6/25/15 15:36,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,"8190 Park Lane, Suite 351",Dallas,Texas,75231,United States,null,(214) 342-4850,http://www.wholefoodsmarket.com/stores/parklane,32.868031,-96.768304,Business Partner,null,6/25/15 15:36,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,"1700 Post Oak Blvd, Suite 100",Houston,Texas,77056,United States,null,(713) 346-0537,http://www.wholefoodsmarket.com/stores/postoak,29.749805,-95.4615,Business Partner,null,6/25/15 15:36,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,2201 Preston Rd.,Plano,Texas,75093,United States,null,(972) 612-6729,http://www.wholefoodsmarket.com/stores/plano,33.0299,-96.796708,Business Partner,null,6/25/15 15:36,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,11700 Preston Rd #714,Dallas,Texas,75230,United States,null,(214) 361-8887,http://www.wholefoodsmarket.com/stores/preston,32.907485,-96.803001,Business Partner,null,6/25/15 15:36,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,9607 Research Blvd,Austin,Texas,78759,United States,null,(512) 345-5003,http://www.wholefoodsmarket.com/stores/gateway,30.389223,-97.741355,Business Partner,null,6/25/15 15:36,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,6601 S. Fry Road,Katy,Texas,77494,United States,null,(281) 769-5670,http://www.wholefoodsmarket.com/stores/katy,29.712474,-95.771175,Business Partner,null,6/25/15 15:36,11/16/16 15:01
2014,Seafood Watch,Whole Foods Market,1407 South Voss Rd.,Houston,Texas,77057,United States,null,(713) 789-4477,http://www.wholefoodsmarket.com/stores/voss,29.752319,-95.499978,Business Partner,null,8/26/14 13:06,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,15900 Southwest Freeway,Sugar Land,Texas,77478,United States,null,(281) 491-5577,http://www.wholefoodsmarket.com/stores/sugarland,29.600087,-95.623248,Business Partner,null,6/26/15 9:31,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,105 Stacy Rd,Fairview,Texas,75069,United States,null,(972) 549-4090,http://www.wholefoodsmarket.com/stores/fairview,33.131193,-96.656303,Business Partner,null,6/25/15 15:36,11/16/16 15:02
2014,Seafood Watch,Whole Foods Market,4301 W. William Cannon Dr. #800,Austin,Texas,78749,United States,null,(512) 358-2460,http://www.wholefoodsmarket.com/stores/arbortrails,30.220541,-97.841325,Business Partner,null,8/26/14 13:06,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,4041 Waller Creek,Highland Village,Texas,75077,United States,null,(972) 538-9710,http://www.wholefoodsmarket.com/stores/highlandvillage,33.072956,-97.084903,Business Partner,null,6/25/15 15:36,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,701 Waugh Drive,Houston,Texas,77019,United States,null,(713) 284-1260,http://www.wholefoodsmarket.com/stores/montrose,29.757965,-95.397589,Business Partner,null,6/25/15 15:36,11/16/16 15:02
2014,Seafood Watch,Whole Foods Market,11145 Westheimer Rd.,Houston,Texas,77042,United States,null,(713) 784-7776,http://www.wholefoodsmarket.com/stores/westchase,29.73469,-95.572619,Business Partner,null,8/26/14 13:06,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,1131 E. Wilminton Ave,Salt Lake City,Utah,84106,United States,null,(801) 359-7913,http://www.wholefoodsmarket.com/stores/sugarhouse,40.72368,-111.858885,Business Partner,null,6/26/15 9:31,11/16/16 15:00
2014,Seafood Watch,Whole Foods Market,6930 S. Highland Drive,Cottonwood Heights,Utah,84121,United States,null,(801) 733-9455,http://www.wholefoodsmarket.com/stores/highlanddrive,40.625044,-111.835816,Business Partner,null,8/26/14 13:06,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,"11479 S. State Street, Unit B",Draper,Utah,84098,United States,null,(801) 676-2200,http://www.wholefoodsmarket.com/stores/southvalley,40.542876,-111.890094,Business Partner,null,6/26/15 10:20,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,544 South 700 East,Salt Lake City,Utah,84102,United States,null,(801) 924-9060,http://www.wholefoodsmarket.com/stores/trolleysquare,40.757952,-111.871884,Business Partner,null,6/26/15 10:34,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,1748 W Redstone Center Dr.,Park City,Utah,84098,United States,null,(435) 575-0200,http://www.wholefoodsmarket.com/stores/parkcity,40.721416,-111.543166,Business Partner,null,6/26/15 9:31,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,1700 Duke St.,Alexandria,Virginia,22314,United States,null,(703) 706-0891,http://www.wholefoodsmarket.com/stores/alexandria,38.804147,-77.060065,Business Partner,null,6/26/15 10:20,11/16/16 15:00
2015,Seafood Watch,Whole Foods Market,1797 Hydraulic Road,Charlottesville,Virginia,22901,United States,null,(434) 973-4900,http://www.wholefoodsmarket.com/stores/charlottesville,38.059685,-78.489224,Business Partner,null,6/26/15 10:20,11/16/16 15:00
2015,Seafood Watch,Whole Foods Market,1800 Laskin Road,Virginia Beach,Virginia,23454,United States,null,(757) 422-0444,http://www.wholefoodsmarket.com/stores/virginiabeach,36.850888,-76.028036,Business Partner,null,6/25/15 15:36,11/16/16 15:00
2015,Seafood Watch,Whole Foods Market,7511 Leesburg Pike,Falls Church,Virginia,22043,United States,null,(703) 448-1600,http://www.wholefoodsmarket.com/stores/tysons,38.902926,-77.205178,Business Partner,null,6/26/15 10:20,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,143 Maple Ave East,Vienna,Virginia,22180,United States,null,(703) 319-2000,http://www.wholefoodsmarket.com/stores/vienna,38.902395,-77.262755,Business Partner,null,6/25/15 15:36,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,4501 Market Commons Dr,Fairfax,Virginia,22033,United States,null,(703) 222-2058,http://www.wholefoodsmarket.com/stores/fairlakes,38.857974,-77.378305,Business Partner,null,6/26/15 10:20,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,8402 Old Keene Mill Rd,Springfield,Virginia,22125,United States,null,(703) 644-2500,http://www.wholefoodsmarket.com/stores/springfield,38.780209,-77.234848,Business Partner,null,6/26/15 10:20,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,11660 Plaza America Dr,Reston,Virginia,20190,United States,null,(703) 736-0600,http://www.wholefoodsmarket.com/stores/reston,38.951722,-77.349368,Business Partner,null,6/26/15 10:20,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,11173 West Broad Street,Glen Allen,Virginia,23060,United States,null,(804) 364-4050,http://www.wholefoodsmarket.com/stores/shortpump,37.647858,-77.599736,Business Partner,null,6/26/15 10:20,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,2700 Wilson Blvd,Arlington,Virginia,22201,United States,null,(703) 527-6596,http://www.wholefoodsmarket.com/stores/arlington,38.889079,-77.091052,Business Partner,null,6/26/15 10:20,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,2001 15th Avenue W,Seattle,Washington,98119,United States,null,(206) 352-5440,http://www.wholefoodsmarket.com/stores/interbay,47.637139,-122.37689,Business Partner,null,6/26/15 9:31,11/16/16 14:59
2015,Seafood Watch,Whole Foods Market,888 116th Ave NE,Bellevue,Washington,98004,United States,null,(425) 462-1400,http://www.wholefoodsmarket.com/stores/bellevue,47.618231,-122.184328,Business Partner,null,6/26/15 9:31,11/16/16 14:59
2015,Seafood Watch,Whole Foods Market,2800 196th St. SW,Lynnwood,Washington,98036,United States,null,(425) 775-1320,http://www.wholefoodsmarket.com/stores/lynnwood,47.819864,-122.272334,Business Partner,null,6/26/15 9:31,11/16/16 14:59
2015,Seafood Watch,Whole Foods Market,3515 Bridgeport Way West,University Place,Washington,98466,United States,null,(253) 534-4500,http://www.wholefoodsmarket.com/stores/chambersbay,47.227238,-122.53604,Business Partner,null,6/26/15 9:31,11/16/16 15:00
2015,Seafood Watch,Whole Foods Market,1026 N.E. 64th Street,Seattle,Washington,98115,United States,null,(206) 985-1500,http://www.wholefoodsmarket.com/stores/rooseveltsquare,47.675198,-122.316267,Business Partner,null,6/26/15 9:31,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,17991 NE Redmond Way,Redmond,Washington,98052,United States,null,(425) 881-2600,http://www.wholefoodsmarket.com/stores/redmond,47.666117,-122.101562,Business Partner,null,6/26/15 9:31,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,815 Southeast 160th Avenue,Vancouver,Washington,98683,United States,null,(360) 253-4082,http://www.wholefoodsmarket.com/stores/millplain,45.614645,-122.505908,Business Partner,null,6/26/15 10:20,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,2210 Westlake Ave,Seattle,Washington,98121,United States,null,(206) 621-9700,http://www.wholefoodsmarket.com/stores/southlakeunion,47.618343,-122.337993,Business Partner,null,6/26/15 9:31,11/16/16 15:02
2015,Seafood Watch,Whole Foods Market,2305 N. Prospect Ave,Milwaukee,Wisconsin,53211,United States,null,(414) 223-1500,http://www.wholefoodsmarket.com/stores/mlw,43.060732,-87.883789,Business Partner,null,6/26/15 9:31,11/16/16 15:01
2015,Seafood Watch,Whole Foods Market,3313 University Ave,Madison,Wisconsin,53705,United States,null,(608) 233-9566,http://www.wholefoodsmarket.com/stores/madison,43.074635,-89.444227,Business Partner,null,6/26/15 9:31,11/16/16 15:02
